,year,sentence1,sentence2,score
1855,2015,Một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe trên đường gạch một cậu bé đạp xe,Một người đang làm trò trên một chiếc xe đạp trên một đoạn dốc được bao quanh bởi cây cối.,2.2
1856,2015,Một chú chó bull đang chạy qua một công viên cỏ trong khi mọi người đứng đằng sau.,Một con chó đang chạy trong một vùng nước lớn khiến nó bị té nước.,1.8
1857,2015,Một phụ nữ đọc sách khi đang đi trên phương tiện công cộng.,Một người đàn ông ngủ quên trên phương tiện giao thông công cộng.,1.6
1858,2015,Con chó nâu và trắng đang đi bộ trong vùng nước nông.,Một con chó trắng và nâu xuất hiện đang đi trên mặt nước.,4.6
1859,2015,Hai đứa trẻ té nước.,Hai con chó chơi với nhau trên giường.,0.0
1860,2015,Trẻ em đang chơi trong bể bơi trong khi hai người đàn ông lớn tuổi trông chúng.,Trẻ em chơi trong hồ bơi trong khi người lớn nhìn vào.,4.6
1861,2015,"Một con chó đen, nâu và trắng chạy qua một cánh đồng.",Một con chó trắng và nâu chạy trên cánh đồng.,2.83
1862,2015,Một người đàn ông và một người phụ nữ cười.,Một nụ hôn giữa một người đàn ông và một người phụ nữ.,1.2
1863,2015,Hai công nhân xây dựng ngồi trên một xà nhà nghỉ giải lao.,Người đàn ông đang mặc áo gần thang máy.,0.0
1864,2015,Một cậu bé đóng hề với một cái rổ trên đầu.,Một cậu bé với một cái rương kim loại trên đầu.,4.2
1865,2015,Một con chó đen trắng lớn đang bơi trong nước.,Một con chó đen trắng với một cái gậy đang ở trong nước bùn.,3.6
1866,2015,Một con chó đen và một con chó trắng đang chơi trên đường phố.,Một con chó đen và một con chó trắng cùng chơi đùa trên đường phố.,4.6
1867,2015,Một người đàn ông đi về phía một cảnh sát đang đứng trên một lối đi bộ trên một con phố.,Một cảnh sát đứng trên đường băng trong thành phố.,3.0
1868,2015,Một con chó đen đang đi trên cỏ với một cái que trong miệng.,Con chó đen đang chạy trên cỏ với một món đồ chơi trong miệng.,3.2
1869,2015,"Hai con chó chạy trong tuyết, một con cầm một quả bóng tennis.","Cậu bé đang diễn một màn mạo hiểm, xuyên qua không khí, trên chiếc xe đạp của mình.",0.0
1870,2015,Con chó đen trắng chạy trên cỏ.,Một con chó đen trắng đang chạy trên cỏ.,5.0
1871,2015,Con chó săn thỏ đang đi bộ trên bãi biển ở chỗ dòng nước.,Một con chó săn thỏ đi dọc theo bờ biển yên tĩnh.,4.4
1872,2015,Một con chó đen đang cắn vào tai một con chó nâu nhạt một cách vui vẻ.,Một con chó đen chơi đùa cắn một con chó khác trong phòng khách. Một con chó đen chơi đùa cắn một con chó khác trong phòng khách.,4.0
1873,2015,Một người phụ nữ đặt em bé lên ván trượt trên bãi biển.,"é trên ván trượt ở bãi biển, một phụ nữ bế con nhỏ trên bãi biển, một phụ nữ đang bế con nhỏ trên ván trượt ở bãi biển",4.6
1874,2015,Một con chó nâu đang đi trên cỏ.,Một con chó đuổi theo một con khác bên cạnh một cái cây.,1.2
1875,2015,Một người đàn ông mặc đồ đỏ và đen đang đánh bóng bằng đầu.,Một người đàn ông mặc áo bóng đá sọc đỏ đang cầm một quả bóng.,3.6
1876,2015,Bốn con chó đen chạy qua bãi cỏ.,Một con chó chạy băng qua cánh đồng cỏ.,2.0
1877,2015,Một con chó chạy trong tuyết.,Một con chó chạy trong tuyết.,5.0
1878,2015,Chó đốm chạy dọc theo bãi biển.,Một con chó đốm chạy dọc theo một bãi biển.,4.8
1879,2015,Một con chó trên tuyết.,Hai con chó trên tuyết.,3.0
1880,2015,Một đứa trẻ đang đi từ bàn picnic này sang bàn picnic khác.,Cậu bé nhảy từ bàn picnic này sang bàn picnic khác trong công viên.,3.2
1881,2015,Một con chó nâu nhảy lên không trung để bắt bóng.,Ba cô gái trẻ nhảy lên không trung để bắt một quả bóng.,0.6
1882,2015,Một con chó nâu nhai một quả cầu màu cam.,Một con chó có quả cầu cam trong miệng.,4.0
1883,2015,Một con chim ngồi trên cây.,Một con chim ngồi trên cây rụng lá.,3.8
1884,2015,Một con chó đen cổ xanh đang chạy trên tuyết.,Một con chó đen với cổ áo màu đỏ đang chơi đùa trên tuyết.,3.2
1885,2015,Cậu bé ngước nhìn cô gái trong khi một cô gái khác phớt lờ họ.,Cậu bé đang lặn xuống hồ bơi trong khi cặp đôi canh chừng.,0.2
1886,2015,Ba cậu bé trùm bóng lên người.,Ba đứa trẻ đứng bên hồ bơi được bao phủ bởi bọt nước.,4.2
1887,2015,Một cậu bé đang lộn lưng vào hồ bơi.,Một cậu bé mặc quần bơi màu đỏ và xanh dương nhảy đầu xuống hồ bơi.,2.4
1888,2015,Một người phụ nữ đứng trước những tán cây và mỉm cười.,Một người đàn ông đang đi bộ qua những tán cây trước đường chân trời của thành phố.,2.0
1889,2015,Một cô gái nhảy lộn ngược trên đầu trên một tấm đệm lò xo.,Một cô gái đang nhảy trên đầu trên một tấm bạt lò xo.,4.8
1890,2015,Một người mặc áo đỏ đang chạm vào đôi giày trượt băng màu xanh trên người một người khác.,Một quý cô buộc chặt ván trượt của ai đó trong tuyết.,2.2
1891,2015,Một người đàn ông đang phun chất lỏng từ một ống dài trên bãi biển.,Một người đàn ông đang ngồi trên xe đạp với một bánh xe trên không.,0.6
1892,2015,Hai con chó đang chạy trên cỏ.,Hai con chó chạy trong bùn Hai con chó chạy trong bùn,3.6
1893,2015,Một người trượt tuyết đang đi xuống ngọn đồi tuyết.,Một con chó nâu đang nằm trên tuyết.,0.4
1894,2015,Một người đàn ông trên chiếc xe đạp lồng đến một dòng sông.,Một người đàn ông trên một chiếc xe đạp thực hiện một cú nhảy rất cao.,1.2
1895,2015,Một người trượt ván trên một ngọn đồi tuyết phủ với núi phía sau. Một người trượt ván trên một ngọn đồi tuyết phủ với núi phía sau. Một người trượt ván trên một ngọn đồi tuyết phủ với núi phía sau.,Một con chó thích nô đùa dưới nước với núi và cát ở phía sau.,0.6
1896,2015,Một con chó trắng chạy trong tuyết. Một con chó trắng chạy trong tuyết.,Con chó đen trắng chạy trên cỏ.,1.4
1897,2015,Con chó đen trắng có một cái que trên bàn chân.,Một con chó đen và một con chó trắng đang đứng trên tuyết.,1.2
1898,2015,Một người đàn ông và một người phụ nữ với bàn tay trên cằm đang đứng cạnh một cây thông Noel.,Người đàn ông với bộ râu trắng và cái nón màu xanh đang đứng ở cửa một xưởng.,0.4
1899,2015,Ba con chó đang chạy trên cánh đồng.,Hai con chó đang chạy trên đồng cỏ.,2.8
1900,2015,Một cô gái trẻ mặc bộ đồ chuột Minnie và một người phụ nữ lớn tuổi đi trên vỉa hè.,"Một người đàn ông mặc bộ đồ trắng cầm tờ báo đi qua các đường phố, tay cầm tờ báo đi qua các đường phố.",1.0
1901,2015,Một người đàn ông đang đu dây trên mặt nước.,Một người đàn ông trong bộ đồ tắm màu hạt dẻ đu dây trên mặt hồ.,3.0
1902,2015,Một cầu thủ bóng chày ném bóng.,Cầu thủ bóng rổ giữ bóng.,1.6
1903,2015,Một cô gái trẻ chạy trên bãi biển.,Một bé gái đang chạy trên bờ biển.,4.2
1904,2015,Con chó chạy về phía máy quay với quả bóng trong miệng.,Con chó đen trắng bơi với một vật màu nâu trong miệng.,2.0
1905,2015,Một người đang bị ép qua một lỗ hổng trên mặt đá.,Một con chó nâu cỡ trung bình đang chạy qua một khu rừng trắng mở.,0.0
1906,2015,Một cậu bé trượt ván xuống tay vịn kim loại vào ban đêm.,"Một con chó nâu chạy trên cát, cầm một cái que.",0.0
1907,2015,Một người đang trượt ván trượt trên không phía trên một đoạn dốc.,Một người đi mô tô đang đi dọc theo một đường đua nằm trong khu rừng.,0.6
1908,2015,Một nhóm người trên thuyền lao về phía bờ.,Một lớp học gồm các học sinh đang xem một bài thuyết trình.,0.0
1909,2015,Một con chó màu da rám nắng đang chạy với một miếng màu xanh lá trong miệng. Một con chó màu da rám nắng đang chạy với một miếng màu xanh lá trong miệng.,Con chó màu nâu vàng đang ngậm một món đồ chơi cót két màu xanh lá cây trong miệng.,4.4
1910,2015,Người đàn ông đang ngồi với một cô bé trong công viên.,Người đàn ông đang chơi với con chó xù nhỏ.,0.6
1911,2015,Cô gái đứng trong tàu điện ngầm chờ đợi một cái gì đó.,Một cô gái đứng trong một khu vực tối.,2.0
1912,2015,Một con chó đen đang chạy qua dòng nước.,Một người đàn ông mặc đồng phục bóng đá đang chạy với một quả bóng trong một trận đấu.,0.0
1913,2015,Con chó đang bay trên cỏ.,Con chó nằm trên giường với tấm chăn màu xanh.,1.0
1914,2015,Một nhóm người đang đi trên vỉa hè của một thành phố lớn.,Một nhóm người đang ngồi sau một chiếc xe tải.,1.0
1915,2015,Một con chó bắn nước tung toé.,Một con chó bắn nước tung toé trong làn nước đục ngầu.,4.0
1916,2015,Hai người đang đi trên mặt nước.,Hai cô gái đang đi bộ qua một cái cây trước một tòa nhà bằng gạch.,1.2
1917,2015,Một cầu thủ bóng bầu dục mặc đồ tối màu đang cầm quả bóng bầu dục màu sáng với cánh tay dang ra.,Một con chó nâu bắn nước tung toé trong khi ngậm một quả bóng trong miệng.,0.4
1918,2015,Hai con chó đang tè vào một vòi nước cứu hoả màu đỏ.,Hai con chó đang tiểu trên vòi nước cứu hoả đỏ.,5.0
1919,2015,Hai con chó chạy cạnh nhau trên bãi cỏ.,Hai con chó chạy trên cỏ.,4.4
1920,2015,Một con chó trắng và nâu đang chạy trên cỏ.,Con chó nâu và đen đang chạy trên cỏ.,3.4
1921,2015,Hai đứa trẻ đang đi trên một con đường trong rừng.,Hai đứa trẻ đi trên một con đường mòn trong rừng.,5.0
1922,2015,Hai người đàn ông trong một cuộc thi chạy.,Chó đua trong cuộc đua.,1.0
1923,2015,Người trượt ván lên đến đỉnh dốc.,Người trượt ván cưỡi trên tường ống tại một công viên trượt ván.,2.4
1924,2015,Một người lướt sóng trên một con sóng.,Một người lướt sóng là lướt trên một con sóng.,4.4
1925,2015,Một cậu bé chơi trong một hố bóng đỏ.,Một thằng nhóc cười nằm trên một hố bi xanh.,3.0
1926,2015,Ba con chó chơi đùa trên một cánh đồng cỏ.,Vài đứa trẻ chơi trên một cánh đồng.,1.2
1927,2015,Một người phụ nữ đang ngồi trên vỉa hè với điện thoại bên tai.,Một người phụ nữ đang đạp xe.,0.5
1928,2015,Một con chó đen đang chạy trên cỏ.,Một con chó đen và nâu chạy trên cỏ.,3.2
1929,2015,Một con chó nâu đang nhảy lên để bắt một dây màu xanh lá cây trong miệng nó.,Một con chó xám nhảy lên cắn một sợi dây xích màu xanh lá cây.,3.2
1930,2015,Một chàng trai và một cô gái trẻ ngồi trên ghế đá bên ngoài đang hôn nhau.,Người đàn ông và người phụ nữ ngồi trên ghế đang hôn nhau.,4.6
1931,2015,Một con chó chạy dọc bãi biển.,Một cậu bé và một cô bé chạy dọc bãi biển.,1.4
1932,2015,Một người đàn ông xăm mình trong bộ đồ đen chơi guitar trắng và hát.,Một phụ nữ mặc áo khoác đen trắng và đeo bịt tai.,0.0
